tanaman,ketinggian,hujan,temperatur
cabai,59,1330,28
cabai,834,827,25
bayam,634,1968,25
cabai,255,1470,18
kentang,951,2687,23
kentang,1176,2877,15
cabai,1137,1017,20
cabai,279,1960,26
bayam,568,1306,27
kentang,992,2815,17
cabai,297,1323,28
stroberi,1119,605,20
cabai,194,1858,28
cabai,859,1784,29
jambu air,54,1183,12
bayam,663,1994,24
bayam,68,1432,20
stroberi,1189,626,18
cabai,1017,1190,23
bayam,1943,1333,22
cabai,855,1541,23
jambu air,452,2122,16
jambu air,154,2236,25
jambu air,262,1771,26
bayam,1850,1151,23
stroberi,1315,633,19
cabai,685,1429,24
kentang,1350,3043,24
cabai,372,871,20
bayam,1433,1280,22
cabai,383,1890,27
stroberi,1306,649,19
jambu air,459,751,24
cabai,208,1631,29
stroberi,1488,686,18
kentang,2836,2689,20
cabai,757,1279,24
jambu air,493,2968,27
jambu air,154,540,16
bayam,798,1110,28
cabai,270,1595,27
jambu air,206,2406,15
kentang,857,3485,19
kentang,1690,3454,13
stroberi,1035,648,19
stroberi,1180,639,20
stroberi,1113,696,20
kentang,1004,3318,16
cabai,1206,1323,22
stroberi,1498,617,19
kentang,1924,2884,24
cabai,1343,1462,18
jambu air,474,1768,26
jambu air,37,2158,12
jambu air,354,1089,16
kentang,2694,2988,16
kentang,658,3276,23
cabai,816,1657,21
jambu air,470,1985,19
kentang,521,2656,14
kentang,2755,3065,16
jambu air,34,2582,16
stroberi,1401,658,19
stroberi,1281,616,20
jambu air,249,2440,10
stroberi,1416,692,18
jambu air,427,2970,15
jambu air,225,2114,28
cabai,772,1379,18
bayam,1282,1538,20
kentang,720,3406,13
stroberi,1391,609,19
cabai,1280,1539,28
stroberi,1119,685,18
kentang,1902,2738,21
stroberi,1058,622,20
bayam,182,1194,23
cabai,1119,1323,30
jambu air,338,1709,20
stroberi,1104,632,17
cabai,636,1838,28
jambu air,26,1361,12
cabai,786,1739,30
bayam,881,1906,28
stroberi,1440,605,20
cabai,144,1421,20
jambu air,467,881,14
jambu air,411,2750,22
cabai,1320,880,23
jambu air,142,2737,26
bayam,1736,1982,26
stroberi,1139,692,19
bayam,825,1257,26
stroberi,1013,698,18
cabai,288,1910,29
stroberi,1304,603,19
cabai,88,1702,27
jambu air,262,1056,19
bayam,417,1439,27
cabai,705,1356,19
jambu air,365,2776,14
kentang,1398,2530,20
kentang,1007,3281,20
cabai,587,1624,22
bayam,1312,1229,27
bayam,725,1426,21
kentang,1103,3573,23
stroberi,1498,601,20
cabai,1198,1515,27
kentang,2401,2670,22
bayam,442,1549,29
cabai,825,1424,21
jambu air,237,1970,23
jambu air,212,1228,27
kentang,2382,3471,18
cabai,1156,1280,27
jambu air,415,826,14
stroberi,1253,682,18
kentang,693,3557,24
cabai,527,831,24
cabai,773,1371,26
kentang,366,2649,16
bayam,1803,1728,20
kentang,2525,2614,23
cabai,1069,1303,18
stroberi,1253,604,17
jambu air,384,2494,12
jambu air,84,2455,17
bayam,1097,1064,22
stroberi,1190,616,19
cabai,489,1816,26
jambu air,443,2925,14
kentang,2250,3514,17
cabai,618,1823,30
stroberi,1274,661,20
jambu air,478,1734,24
cabai,285,1756,27
jambu air,102,799,13
jambu air,13,647,19
stroberi,1302,601,20
bayam,1585,1000,24
bayam,292,1036,29
stroberi,1240,686,18
stroberi,1159,639,20
stroberi,1450,687,18
cabai,1081,1338,20
cabai,972,1397,29
cabai,42,1336,20
kentang,1934,2999,18
jambu air,307,2039,15
kentang,2383,3314,24
jambu air,415,617,19
jambu air,16,2668,27
bayam,62,1169,23
bayam,731,1856,23
jambu air,310,1558,28
bayam,1666,1668,24
cabai,629,1342,26
cabai,956,1392,18
jambu air,109,2868,28
kentang,1293,2411,19
kentang,1942,3390,17
stroberi,1055,686,18
stroberi,1486,651,20
bayam,955,1644,30
stroberi,1089,667,18
stroberi,1448,671,20
bayam,326,1685,26
stroberi,1475,691,20
stroberi,1127,605,19
bayam,930,1625,30
stroberi,1187,680,18
jambu air,145,2940,26
cabai,405,917,29
bayam,1052,1732,28
kentang,445,2536,22
kentang,981,2868,19
bayam,960,1253,30
cabai,1396,1511,25
kentang,1308,3033,18
bayam,1596,1734,26
jambu air,276,2451,24
stroberi,1279,698,20
stroberi,1253,624,19
jambu air,87,2067,23
bayam,1966,1664,28
stroberi,1297,694,18
jambu air,109,1764,27
bayam,49,1320,22
stroberi,1108,647,20
cabai,192,985,28
bayam,426,1592,30
jambu air,184,530,23
stroberi,1314,662,17
stroberi,1169,631,20
kentang,407,3292,16
cabai,829,1430,19
bayam,950,1550,29
cabai,1354,1551,28
jambu air,56,2122,14
cabai,139,1560,19
kentang,817,2494,18
stroberi,1174,691,17
stroberi,1123,677,17
cabai,6,1355,30
kentang,642,3030,16
stroberi,1270,607,19
stroberi,1198,628,20
stroberi,1232,616,17
kentang,2607,2971,20
cabai,1002,877,26
bayam,1692,1567,27
stroberi,1359,617,20
stroberi,1329,632,19
jambu air,326,544,20
bayam,781,1598,25
cabai,1253,1802,30
kentang,2074,3316,16
stroberi,1424,600,20
kentang,1379,3200,18
kentang,2427,3551,16
bayam,1161,1173,25
bayam,159,1553,25
stroberi,1167,673,19
kentang,1253,3012,19
jambu air,359,2969,11
jambu air,236,581,22
kentang,2689,3289,18
cabai,134,1304,30
bayam,372,1174,23
jambu air,118,1567,22
bayam,1094,1549,27
jambu air,62,2478,14
stroberi,1270,653,18
kentang,2215,2643,19
jambu air,276,2465,20
stroberi,1205,677,18
cabai,667,1858,21
bayam,676,1587,22
cabai,1151,1689,29
bayam,1478,1193,27
bayam,963,1942,24
kentang,2945,2695,18
bayam,1526,1004,25
stroberi,1012,619,19
kentang,1807,3063,24
cabai,1160,1584,30
bayam,1705,1708,28
cabai,1309,847,20
stroberi,1111,665,17
jambu air,178,1179,21
stroberi,1412,644,19
stroberi,1268,632,19
stroberi,1400,646,19
stroberi,1096,669,18
kentang,1390,2904,22
bayam,180,1669,25
kentang,2299,3279,24
cabai,8,1509,26
stroberi,1448,665,17
jambu air,56,595,25
jambu air,46,816,27
jambu air,280,1630,11
kentang,2101,2579,20
cabai,970,1596,25
jambu air,221,2246,25
kentang,1792,2818,18
stroberi,1031,656,17
jambu air,363,1806,14
cabai,961,1868,28
bayam,1631,1846,21
bayam,1954,1693,20
kentang,776,2945,14
jambu air,439,1853,17
bayam,100,1830,30
cabai,151,1866,18
cabai,1199,1192,20
jambu air,392,714,19
bayam,1043,1206,30
stroberi,1470,628,17
bayam,1155,1789,25
stroberi,1406,646,18
cabai,896,1445,24
jambu air,278,569,19
stroberi,1370,663,17
kentang,2689,2527,18
stroberi,1133,658,17
stroberi,1296,668,18
kentang,891,2697,19
kentang,897,2827,13
bayam,1387,1549,27
jambu air,14,1930,11
bayam,769,1037,30
kentang,2677,3405,19
kentang,1685,3162,21
kentang,1411,2472,13
jambu air,187,2942,20
jambu air,275,1501,24
kentang,2102,3571,22
jambu air,151,756,12
bayam,1889,1582,27
kentang,1179,3375,18
stroberi,1240,644,20
jambu air,33,1670,26
bayam,1039,1282,27
bayam,1152,1718,21
kentang,2126,3017,19
kentang,2007,2826,17
stroberi,1090,666,20
cabai,71,899,29
bayam,1414,1742,30
jambu air,211,2544,10
stroberi,1497,697,18
cabai,125,1541,29
kentang,2241,2724,13
bayam,1404,1157,29
kentang,1774,3450,21
cabai,1260,899,22
kentang,1329,2717,19
kentang,403,3279,15
stroberi,1133,673,19
jambu air,204,753,28
cabai,434,1469,27
kentang,1203,3516,23
stroberi,1323,654,19
stroberi,1459,698,19
bayam,1268,1811,22
jambu air,57,2875,26
kentang,625,2789,22
stroberi,1162,675,20
cabai,923,1453,20
bayam,1336,1354,24
cabai,1228,1677,25
jambu air,47,2104,11
jambu air,324,1740,23
jambu air,152,649,20
kentang,2006,3257,24
kentang,2025,2437,18
bayam,442,1127,28
cabai,693,1835,20
cabai,1266,1041,23
cabai,371,1254,23
jambu air,321,1345,22
kentang,576,3169,17
stroberi,1121,664,18
cabai,1168,1615,18
bayam,1990,1081,20
bayam,1845,1910,25
kentang,1453,2789,17
bayam,165,1496,22
bayam,1431,1926,25
cabai,1004,819,22
stroberi,1293,652,20
kentang,2528,2454,16
kentang,2417,2713,13
jambu air,385,2780,22
stroberi,1228,688,19
bayam,1536,1742,27
bayam,1560,1203,29
stroberi,1256,631,20
kentang,2120,2723,22
kentang,1593,3354,20
bayam,1464,1317,20
kentang,1863,3096,17
stroberi,1022,669,20
kentang,1790,2668,19
bayam,609,1737,23
bayam,937,1097,26
jambu air,225,2477,18
jambu air,269,1844,14
kentang,678,2706,20
stroberi,1139,625,18
bayam,753,1050,23
kentang,888,3405,21
bayam,1829,1430,21
stroberi,1127,610,20
kentang,2878,3152,20
kentang,970,2951,22
jambu air,413,1804,13
jambu air,287,2923,16
jambu air,98,1269,27
kentang,2970,2759,24
jambu air,476,2645,21
cabai,873,1226,30
stroberi,1322,671,17
jambu air,440,2512,17
cabai,909,1397,20
jambu air,422,1745,21
stroberi,1359,695,18
jambu air,69,1949,12
stroberi,1369,641,20
bayam,1518,1837,21
jambu air,500,2295,28
kentang,2579,2409,18
bayam,620,1921,21
bayam,974,1751,25
stroberi,1448,692,20
jambu air,483,1360,16
cabai,748,1482,25
bayam,1990,1177,30
bayam,1701,1418,21
kentang,1184,3600,13
kentang,2707,2938,23
jambu air,278,1000,11
bayam,523,1629,27
stroberi,1225,647,19
jambu air,386,1613,19
kentang,355,3511,16
stroberi,1032,690,19
cabai,775,880,18
jambu air,69,2446,16
bayam,1173,1998,26
kentang,2570,3113,18
jambu air,8,941,10
bayam,1561,1006,20
bayam,669,1773,20
stroberi,1218,609,17
bayam,1901,1805,30
kentang,1815,2458,19
bayam,1313,1780,28
jambu air,385,1739,15
cabai,26,1842,23
cabai,718,1116,20
kentang,1731,3304,13
kentang,2754,2890,21
cabai,968,809,25
cabai,783,1961,21
kentang,2131,3394,24
stroberi,1069,615,19
bayam,601,1555,25
bayam,1999,1728,28
bayam,682,1275,23
bayam,960,1218,25
bayam,785,1252,30
stroberi,1248,689,18
cabai,697,917,29
kentang,1203,2519,14
cabai,381,808,22
bayam,1592,1991,28
stroberi,1304,611,19
stroberi,1117,603,18
stroberi,1200,675,20
jambu air,350,2584,24
jambu air,77,610,24
kentang,1940,3267,21
cabai,889,1124,27
bayam,523,1142,20
stroberi,1494,622,20
stroberi,1455,635,20
stroberi,1185,696,19
bayam,1620,1436,24
bayam,744,1911,28
kentang,2212,2925,20
bayam,1159,1959,24
cabai,431,1270,25
jambu air,253,1896,20
stroberi,1118,679,19
bayam,1732,1858,25
cabai,711,924,21
cabai,1041,1596,20
jambu air,321,2309,12
stroberi,1477,655,20
kentang,716,2483,19
stroberi,1313,646,19
cabai,120,1716,30
cabai,402,1513,29
cabai,534,1673,20
kentang,1946,2824,21
bayam,636,1939,24
kentang,1679,3315,20
jambu air,291,2728,18
kentang,1669,3163,20
stroberi,1335,655,20
stroberi,1315,667,18
cabai,1190,1180,22
jambu air,152,1555,20
bayam,654,1381,30
jambu air,45,2676,20
cabai,758,892,24
jambu air,61,2453,15
kentang,1932,3192,23
jambu air,471,1305,18
jambu air,203,1301,27
kentang,2576,2771,22
stroberi,1374,608,20
kentang,1315,2636,13
stroberi,1298,683,20
bayam,733,1806,30
bayam,433,1589,22
kentang,2735,3393,13
cabai,211,977,22
jambu air,419,1300,25
kentang,529,2655,18
stroberi,1154,600,18
jambu air,300,1168,10
cabai,58,1844,20
cabai,1086,950,20
cabai,305,1356,22
cabai,1256,1699,23
kentang,1570,3551,21
kentang,1987,3362,19
kentang,794,3400,18
jambu air,110,1887,20
bayam,577,1783,27
cabai,751,1665,27
bayam,1067,1718,26
bayam,1639,1299,29
bayam,1087,1626,28
kentang,756,3381,14
cabai,138,1194,28
kentang,1189,3112,18
jambu air,445,1710,18
bayam,837,1376,24
bayam,1951,1121,30
kentang,953,2706,22
kentang,647,2551,16
jambu air,455,1857,16
kentang,2528,2413,21
stroberi,1253,677,17
jambu air,324,2585,24
kentang,2911,2812,22
bayam,952,1865,23
kentang,1098,2796,15
kentang,1649,3065,14
jambu air,410,2869,16
cabai,214,1964,19
bayam,811,1483,22
stroberi,1140,647,17
kentang,2514,3383,16
jambu air,79,2899,25
bayam,1140,1490,28
cabai,1246,1131,29
cabai,262,1799,30
kentang,1258,2917,21
cabai,75,1573,18
bayam,574,1032,22
jambu air,413,2528,24
kentang,1488,3484,14
cabai,1020,1450,29
jambu air,451,2780,24
kentang,2098,3096,24
jambu air,76,2427,15
stroberi,1476,692,19
stroberi,1152,670,17
jambu air,113,2327,24
jambu air,283,1410,13
bayam,254,1218,23
jambu air,407,2253,23
jambu air,254,1458,25
jambu air,379,1937,15
bayam,707,1968,26
bayam,45,1976,21
bayam,1438,1399,24
kentang,2342,3367,24
kentang,1151,3288,18
cabai,1031,1123,29
kentang,977,3245,22
bayam,1244,1879,20
cabai,967,1712,28
jambu air,382,1527,19
kentang,1623,2699,20
cabai,35,1380,19
kentang,1139,3451,19
stroberi,1334,662,19
jambu air,232,2314,24
stroberi,1399,669,17
stroberi,1084,625,18
kentang,2346,3036,24
jambu air,467,1555,20
stroberi,1226,659,19
bayam,943,1092,27
jambu air,273,2055,26
jambu air,222,2113,14
stroberi,1335,695,18
jambu air,258,731,27
jambu air,311,1855,20
kentang,696,2555,20
cabai,677,1443,26
kentang,1310,3114,18
jambu air,285,1712,10
cabai,990,828,30
stroberi,1428,697,18
kentang,1193,3081,13
cabai,440,1916,19
stroberi,1178,664,19
kentang,1163,2969,23
cabai,843,1998,21
stroberi,1124,605,20
bayam,14,1298,21
kentang,2498,2605,15
stroberi,1047,611,19
jambu air,255,687,15
cabai,403,1902,20
stroberi,1058,643,17
kentang,1632,3146,14
bayam,1249,1515,23
kentang,1742,2825,17
jambu air,184,2964,15
cabai,1272,1725,30
cabai,349,1779,22
cabai,1373,1888,28
cabai,1063,1719,20
jambu air,497,2153,24
stroberi,1380,682,19
stroberi,1176,610,18
kentang,593,2408,17
jambu air,350,2501,19
kentang,1257,3449,15
bayam,768,1551,26
bayam,283,1624,25
kentang,2194,2910,18
bayam,1521,1130,24
jambu air,300,2720,28
jambu air,25,2104,12
jambu air,358,2379,12
jambu air,9,1265,13
bayam,1270,1746,26
bayam,1609,1508,20
jambu air,464,2662,23
stroberi,1394,692,19
stroberi,1267,626,19
kentang,777,2531,18
stroberi,1105,664,20
stroberi,1370,624,20
cabai,1343,1898,19
kentang,2459,2771,16
cabai,1376,1044,21
jambu air,167,2797,18
kentang,2195,3224,20
bayam,70,1370,23
jambu air,128,1410,18
kentang,651,2900,16
kentang,1737,3335,19
cabai,1311,867,24
bayam,586,1184,27
cabai,319,1782,29
stroberi,1145,619,17
jambu air,281,724,20
bayam,1027,1901,25
jambu air,239,1589,12
stroberi,1072,699,18
kentang,321,3080,20
kentang,2062,2922,22
bayam,652,1463,25
stroberi,1394,625,17
cabai,734,1094,25
kentang,1532,3563,14
jambu air,105,1672,28
bayam,1442,1374,20
stroberi,1072,673,19
stroberi,1137,620,19
stroberi,1128,656,20
cabai,93,1638,18
cabai,386,1647,25
jambu air,104,1591,27
kentang,438,2597,18
jambu air,192,1974,16
kentang,1517,2932,16
bayam,1224,1272,23
kentang,1010,2841,18
jambu air,333,1546,23
cabai,425,1734,22
kentang,1506,3356,17
bayam,852,1158,21
cabai,109,1150,28
stroberi,1391,642,18
kentang,2636,2775,21
cabai,904,1461,27
stroberi,1173,689,20
bayam,1606,1157,28
kentang,1665,3541,24
kentang,1286,3086,16
jambu air,473,953,18
stroberi,1090,646,19
kentang,545,3590,18
stroberi,1231,665,19
kentang,1923,2765,13
stroberi,1429,654,19
kentang,2026,2673,21
stroberi,1034,602,19
jambu air,232,1886,24
kentang,2197,2861,21
cabai,759,1122,19
bayam,1759,1367,23
cabai,707,1989,19
kentang,2080,2420,24
cabai,595,1358,21
bayam,1270,1233,26
kentang,1448,3449,23
kentang,2488,3521,13
stroberi,1132,608,18
bayam,828,1616,26
cabai,884,1282,26
bayam,1548,1093,20
kentang,2847,3002,14
stroberi,1315,622,19
kentang,1120,3007,19
stroberi,1104,604,20
stroberi,1323,643,18
stroberi,1125,629,19
jambu air,47,748,24
stroberi,1191,684,17
jambu air,440,2666,12
bayam,556,1195,29
stroberi,1146,630,17
stroberi,1202,698,20
cabai,1285,1986,21
kentang,978,2833,23
stroberi,1245,695,17
stroberi,1025,667,20
bayam,1411,1629,24
bayam,770,1582,20
bayam,1355,1645,30
cabai,483,920,18
cabai,983,1124,27
cabai,1315,817,25
bayam,42,1337,26
jambu air,455,1433,12
cabai,815,1635,22
kentang,1004,3291,17
kentang,1704,2482,18
jambu air,135,1456,13
stroberi,1191,657,17
jambu air,259,2097,12
kentang,1146,3496,18
kentang,308,2873,19
kentang,2110,3005,21
kentang,447,2681,18
kentang,1201,2757,21
cabai,471,1024,23
cabai,533,897,18
cabai,301,1595,29
kentang,743,2499,18
stroberi,1000,670,18
cabai,1098,1177,20
cabai,579,1139,24
kentang,2851,2412,19
jambu air,14,2632,27
cabai,365,1229,29
cabai,286,1843,30
kentang,689,3358,13
jambu air,445,2936,28
kentang,1627,2768,20
jambu air,246,2861,26
bayam,790,1093,26
cabai,734,1383,30
stroberi,1207,617,19
bayam,207,1751,30
cabai,289,927,26
cabai,535,1702,27
kentang,831,3471,14
kentang,2235,2594,20
kentang,1458,2805,19
bayam,1279,1372,21
cabai,1142,1744,27
cabai,1154,1991,26
kentang,1221,3037,23
cabai,142,1854,26
kentang,1000,3598,16
stroberi,1119,670,17
kentang,1696,3276,22
stroberi,1077,608,18
kentang,864,2595,17
bayam,194,1089,27
cabai,902,906,21
stroberi,1042,607,19
kentang,616,2889,14
cabai,497,1464,30
cabai,1186,1664,18
bayam,739,1539,28
kentang,1713,3251,15
jambu air,312,780,10
jambu air,342,2657,14
kentang,506,2883,21
cabai,550,1509,27
bayam,940,1231,30
kentang,1063,2837,20
bayam,480,1657,27
kentang,2821,2443,23
bayam,1707,1187,22
jambu air,222,2170,18
jambu air,355,1490,13
stroberi,1365,638,17
bayam,1213,1962,25
jambu air,163,1739,10
cabai,1036,1189,19
jambu air,56,2269,13
stroberi,1331,645,18
stroberi,1413,658,19
jambu air,485,1496,24
kentang,1133,2680,16
kentang,2410,3142,22
kentang,467,2725,22
stroberi,1318,607,18
bayam,35,1870,24
bayam,1387,1015,25
cabai,791,1709,20
cabai,5,1549,21
bayam,43,1968,28
bayam,104,1343,28
bayam,1982,1068,28
jambu air,438,653,17
cabai,1399,1561,24
jambu air,101,950,11
stroberi,1102,624,19
cabai,46,1268,22
bayam,885,1443,29
jambu air,86,1808,13
stroberi,1319,653,20
bayam,234,1795,29
kentang,774,3543,23
cabai,583,1776,21
cabai,908,993,22
jambu air,29,2956,21
jambu air,457,1172,27
bayam,1368,1376,30
jambu air,451,2080,11
cabai,172,1651,21
kentang,972,2969,22
kentang,2939,2449,19
cabai,1186,1331,21
kentang,2737,3324,20
bayam,1511,1219,20
stroberi,1462,636,20
kentang,811,2697,13
bayam,1353,1152,23
kentang,2465,3326,14
kentang,662,3372,15
bayam,1078,1492,22
cabai,772,1189,22
bayam,1031,1626,27
cabai,1360,1972,24
kentang,1044,3457,20
cabai,1199,1011,27
jambu air,303,1870,14
bayam,1473,1496,30
stroberi,1437,624,17
stroberi,1094,671,18
stroberi,1058,682,19
cabai,1388,1117,22
cabai,1222,1593,20
stroberi,1145,628,19
bayam,837,1040,23
kentang,2493,2689,13
kentang,1474,3191,20
stroberi,1275,641,17
cabai,326,1776,29
kentang,595,2826,18
jambu air,498,1978,16
stroberi,1340,650,17
stroberi,1140,640,17
cabai,801,1250,21
jambu air,77,972,23
bayam,736,1641,29
cabai,1358,1025,28
stroberi,1479,608,19
kentang,2924,2762,13
kentang,2382,2550,22
bayam,1314,1797,26
kentang,322,3022,22
stroberi,1045,626,18
stroberi,1239,610,18
cabai,929,1846,26
stroberi,1349,693,17
kentang,893,3193,13
jambu air,392,2778,12
cabai,771,1218,26
stroberi,1307,675,17
jambu air,404,2187,26
stroberi,1175,602,18
stroberi,1461,638,20
bayam,1701,1566,28
kentang,1303,2536,24
stroberi,1208,628,20
cabai,912,1057,27
stroberi,1284,636,18
bayam,1952,1193,27
kentang,2550,3466,14
cabai,113,1899,22
jambu air,442,943,22
bayam,306,1609,21
jambu air,127,2554,26
kentang,2458,2745,22
kentang,2331,2461,19
kentang,2055,2720,22
jambu air,395,2190,19
jambu air,453,2923,21
bayam,755,1505,23
bayam,1222,1147,21
cabai,1329,1641,28
cabai,75,1254,28
stroberi,1432,629,18
bayam,1900,1132,23
bayam,1849,1082,24
kentang,2646,2707,18
stroberi,1434,612,19
jambu air,115,2964,19
kentang,2589,2559,19
bayam,1600,1868,24
kentang,2918,2414,13
kentang,880,2782,24
stroberi,1327,648,17
jambu air,295,1056,22
stroberi,1198,677,17
bayam,1798,1232,30
kentang,471,2681,24
bayam,1757,1531,27
jambu air,20,1384,20
bayam,394,1320,30
cabai,61,1869,25
stroberi,1051,676,17
cabai,702,1289,21
stroberi,1188,657,17
cabai,491,1779,25
bayam,224,1538,30
kentang,2986,3134,20
cabai,745,1898,25
cabai,861,1397,25
cabai,150,1216,18
stroberi,1150,682,20
bayam,769,1891,20
stroberi,1250,603,19
stroberi,1022,648,18
cabai,962,1312,23
cabai,812,1958,19
jambu air,279,2057,10
bayam,1799,1851,23
kentang,1082,2941,14
stroberi,1117,627,18
jambu air,347,1207,25
bayam,1221,1541,29
cabai,160,1186,29
bayam,70,1921,22
stroberi,1193,660,18
cabai,160,1842,29
bayam,780,1974,24
stroberi,1149,612,20
bayam,679,1466,26
cabai,332,1726,22
cabai,982,1499,28
bayam,43,1316,23
kentang,674,2403,21
bayam,407,1622,26
bayam,1342,1373,29
kentang,2425,3240,21
stroberi,1473,671,18
cabai,779,971,26
cabai,1372,1138,21
jambu air,194,1609,10
kentang,2314,2768,18
jambu air,476,1248,25
jambu air,358,2751,21
bayam,1496,1077,28
kentang,1233,3277,19
jambu air,71,1420,28
stroberi,1177,679,19
stroberi,1454,626,17
jambu air,34,1014,28
stroberi,1039,684,17
stroberi,1305,620,18
stroberi,1261,691,18
cabai,215,985,21
bayam,853,1712,29
jambu air,79,722,23
jambu air,19,1860,18
stroberi,1153,628,18
cabai,149,1888,20
bayam,1919,1279,30
cabai,566,1857,19
cabai,782,1729,25
kentang,2273,2506,23
stroberi,1309,668,20
bayam,575,1744,22
bayam,1205,1417,20
stroberi,1332,700,18
jambu air,473,1238,25
stroberi,1306,667,19
kentang,1660,3558,21
bayam,1763,1270,28
bayam,193,1548,29
kentang,2858,2417,23
jambu air,206,2689,25
jambu air,350,1852,17
cabai,932,1490,24
stroberi,1019,626,18
kentang,1048,2647,22
kentang,860,3012,14
stroberi,1473,615,20
bayam,1368,1178,25
bayam,866,1024,20
stroberi,1277,684,20
jambu air,42,675,20
jambu air,111,550,28
bayam,1982,1756,24
kentang,2885,3418,24
kentang,448,3240,20
kentang,901,2461,21
jambu air,11,593,16
stroberi,1000,616,17
cabai,1072,1432,21
cabai,710,1104,19
bayam,1433,1172,26
cabai,1141,1917,28
bayam,794,1115,25
kentang,1919,3243,13
cabai,501,1607,29
jambu air,281,1264,27
stroberi,1101,639,19
stroberi,1435,695,20
kentang,2738,3082,17
bayam,1563,1317,21
stroberi,1194,654,17
cabai,360,1638,23
kentang,2865,2901,22
jambu air,100,2305,25
stroberi,1021,642,17
jambu air,237,1754,19
jambu air,298,1319,12
bayam,322,1203,30
bayam,48,1368,23
stroberi,1232,613,19
kentang,2858,3096,21
stroberi,1027,671,20
kentang,1234,3007,16
jambu air,421,769,10
cabai,548,1199,25
cabai,1194,1666,27
stroberi,1187,687,17
jambu air,89,905,24
jambu air,442,1731,19
cabai,1355,1998,18
kentang,2763,3270,14
bayam,750,1253,22
bayam,173,1112,29
bayam,509,1179,24
jambu air,15,1040,25
bayam,1471,1233,25
jambu air,379,2306,10
cabai,1321,1774,26
bayam,1614,1707,20
jambu air,107,1372,22
cabai,1263,1179,28
bayam,803,1464,29
kentang,1359,2809,16
cabai,50,1622,25
stroberi,1449,609,18
jambu air,71,2670,24
stroberi,1406,698,19
kentang,966,3150,20
kentang,1976,3428,19
jambu air,337,911,17
jambu air,358,2045,24
jambu air,427,2180,27
kentang,2341,3600,18
kentang,2111,2803,16
bayam,570,1054,24
bayam,291,1816,28
stroberi,1137,693,18
cabai,736,1671,21
kentang,1733,2897,19
stroberi,1389,613,17
cabai,697,1057,27
kentang,645,2728,23
kentang,1120,3118,20
jambu air,334,2578,10
bayam,732,1578,28
stroberi,1345,620,18
cabai,385,1678,24
stroberi,1354,640,18
bayam,69,1620,22
kentang,1071,3416,15
kentang,2066,3172,14
bayam,1756,1675,30
jambu air,301,621,10
bayam,191,1420,22
jambu air,184,2509,19
jambu air,126,633,27
kentang,1744,2690,21
kentang,2126,3260,24
bayam,1180,1744,28
bayam,1056,1460,24
stroberi,1112,636,18
jambu air,329,1141,18
jambu air,140,618,22
stroberi,1069,622,19
cabai,664,1618,18
bayam,1791,1113,23
bayam,679,1471,29
stroberi,1133,671,17
kentang,2673,2879,13
jambu air,95,1098,16
jambu air,142,1265,27
jambu air,157,2112,28
jambu air,474,1029,27
bayam,979,1344,20
cabai,89,1878,19
jambu air,464,1025,15
bayam,1810,1881,29
kentang,546,3371,13
jambu air,427,622,15
cabai,741,1708,23
jambu air,180,1473,15
jambu air,227,2701,25
kentang,2296,2472,20
cabai,904,1290,25
cabai,458,1004,25
cabai,535,1447,19
cabai,451,1467,25
cabai,188,1647,20
jambu air,132,1634,11
jambu air,300,2213,24
stroberi,1136,645,20
stroberi,1500,639,20
jambu air,214,985,28
cabai,869,1928,22
stroberi,1168,694,18
jambu air,342,633,20
kentang,566,2705,24
kentang,2937,3572,16
bayam,1886,1584,23
stroberi,1015,605,17
jambu air,178,2234,19
cabai,549,1489,21
jambu air,464,1518,16
kentang,1091,3471,20
cabai,292,1945,25
jambu air,247,2747,26
cabai,538,1151,22
cabai,1217,1750,23
bayam,1855,1217,27
stroberi,1057,658,20
cabai,171,1971,18
jambu air,219,678,10
cabai,633,1495,30
bayam,1018,1473,26
bayam,1394,1506,30
stroberi,1261,653,18
cabai,470,1313,26
kentang,876,3598,13
cabai,37,971,24
jambu air,455,2319,23
bayam,1853,1506,25
bayam,1119,1340,25
kentang,2959,3176,14
jambu air,272,2283,15
jambu air,351,1706,16
stroberi,1158,632,18
cabai,1013,1861,30
stroberi,1359,635,17
kentang,2787,2936,15
bayam,1672,1038,25
stroberi,1342,601,17
kentang,1156,3136,17
cabai,77,1827,22
cabai,952,863,24
bayam,694,1365,20
stroberi,1197,646,20
kentang,2742,2547,21
stroberi,1378,680,19
cabai,636,1708,25
cabai,594,922,21
bayam,651,1138,25
kentang,2540,3102,17
stroberi,1120,605,20
kentang,2897,3563,15
jambu air,170,1270,23
bayam,273,1684,27
jambu air,180,2175,20
bayam,1119,1665,23
kentang,948,2455,13
cabai,18,1428,28
bayam,1445,1403,28
jambu air,424,1352,17
bayam,620,1626,29
bayam,67,1981,27
cabai,962,1229,23
jambu air,191,625,28
stroberi,1170,662,19
cabai,857,1493,20
stroberi,1053,640,17
bayam,1584,1090,25
bayam,1259,1187,30
kentang,2290,2988,22
kentang,2607,2623,16
cabai,1028,1691,19
cabai,51,1874,24
cabai,1223,1890,20
bayam,24,1109,30
bayam,1878,1165,23
stroberi,1020,628,17
cabai,908,1877,18
bayam,1887,1829,23
cabai,1207,1908,25
bayam,389,1001,20
cabai,1205,1807,29
jambu air,68,2981,10
jambu air,467,576,21
stroberi,1005,636,19
cabai,894,898,24
stroberi,1274,689,20
bayam,977,1134,23
